season,weather,temp,humidity,windspeed,count
2,1,61.52,62,22.0028,191
2,1,61.52,62,11.0014,150
2,1,60.044,62,15.0013,89
2,1,58.568,62,15.0013,57
2,1,58.568,66,12.998,27
2,1,57.092,71,12.998,10
2,1,57.092,66,15.0013,5
2,1,57.092,66,16.9979,4
2,1,57.092,66,16.9979,7
2,1,57.092,66,16.9979,30
2,1,57.092,66,16.9979,89
2,1,60.044,58,16.9979,271
2,1,62.996,50,16.9979,440
2,1,65.948,44,19.0012,184
2,1,68.9,39,19.0012,128
2,1,70.376,36,30.0026,148
2,1,70.376,34,23.9994,196
2,1,71.852,30,39.0007,192
2,1,71.852,28,30.0026,154
2,1,73.328,26,32.9975,147
2,1,74.804,24,27.9993,269
2,1,73.328,26,26.0027,533
2,1,73.328,26,19.0012,520
2,1,71.852,28,15.0013,361
2,1,68.9,34,11.0014,258
2,1,68.9,36,12.998,180
2,1,67.424,39,12.998,165
2,1,65.948,41,12.998,115
2,1,64.472,44,11.0014,56
2,1,61.52,62,11.0014,32
2,1,60.044,62,7.0015,16
2,1,58.568,71,7.0015,9
2,1,58.568,71,7.0015,1
2,1,57.092,81,7.0015,16
2,1,58.568,81,6.0032,82
2,1,61.52,82,0,222
2,1,62.996,77,16.9979,450
2,1,65.948,67,19.0012,188
2,2,71.852,49,22.0028,127
2,2,71.852,49,22.0028,165
2,1,73.328,49,23.9994,246
2,1,74.804,40,22.0028,253
2,1,76.28,40,30.0026,213
2,1,76.28,38,26.0027,260
2,1,76.28,40,16.9979,344
2,1,74.804,40,23.9994,553
2,3,71.852,52,23.9994,470
2,3,71.852,52,23.9994,292
2,1,70.376,48,7.0015,190
2,1,67.424,67,8.9981,152
2,1,65.948,72,15.0013,151
2,1,64.472,82,8.9981,120
2,1,62.996,82,8.9981,86
2,1,62.996,82,7.0015,58
2,1,62.996,82,6.0032,52
2,1,62.996,77,6.0032,18
2,1,61.52,82,7.0015,5
2,1,65.948,59,8.9981,7
2,1,62.996,77,6.0032,13
2,1,67.424,59,0,40
2,1,70.376,52,12.998,115
2,1,71.852,49,19.0012,218
2,1,73.328,49,19.9995,298
2,1,73.328,43,0,347
2,1,76.28,40,12.998,373
2,1,76.28,35,19.0012,436
2,3,76.28,35,11.0014,378
2,1,76.28,38,16.9979,378
2,1,76.28,38,12.998,342
2,1,74.804,40,15.0013,354
2,1,74.804,37,11.0014,289
2,1,73.328,43,12.998,267
2,1,73.328,43,8.9981,219
2,1,71.852,49,15.0013,182
2,1,71.852,49,12.998,120
2,1,68.9,59,7.0015,119
2,2,68.9,59,7.0015,100
2,2,70.376,55,0,64
2,1,67.424,63,0,59
2,1,65.948,72,6.0032,31
2,1,62.996,82,0,10
2,2,64.472,77,0,5
2,2,64.472,82,0,6
2,2,65.948,82,0,23
2,1,70.376,63,8.9981,86
2,1,73.328,52,15.0013,160
2,1,74.804,49,8.9981,244
2,1,74.804,49,6.0032,340
2,1,76.28,46,6.0032,382
2,1,76.28,49,8.9981,390
2,1,76.28,49,0,366
2,1,76.28,49,0,358
2,1,76.28,46,7.0015,385
2,3,74.804,49,19.0012,351
2,1,74.804,49,0,268
2,1,73.328,64,0,239
2,1,70.376,77,8.9981,174
2,1,70.376,77,6.0032,127
2,1,68.9,88,6.0032,115
2,1,65.948,88,6.0032,50
2,1,65.948,82,6.0032,53
2,1,64.472,88,0,33
2,1,64.472,94,0,8
2,1,65.948,82,6.0032,7
2,1,62.996,82,11.0014,4
2,1,62.996,77,11.0014,23
2,1,64.472,72,16.9979,89
2,1,67.424,63,16.9979,237
2,1,70.376,55,15.0013,374
2,1,71.852,56,11.0014,178
2,1,73.328,52,12.998,119
2,1,76.28,46,15.0013,125
2,1,76.28,43,12.998,195
2,1,77.756,38,19.0012,174
2,1,77.756,41,15.0013,162
2,1,77.756,41,15.0013,199
2,1,79.232,38,15.0013,304
2,1,77.756,38,16.9979,598
2,1,77.756,38,19.9995,524
2,1,74.804,43,12.998,384
2,1,71.852,49,12.998,239
2,1,70.376,59,8.9981,156
2,1,70.376,68,6.0032,116
2,1,68.9,68,6.0032,61
2,1,67.424,63,0,18
2,1,65.948,59,6.0032,15
2,1,64.472,58,8.9981,5
2,1,64.472,54,12.998,4
2,1,62.996,62,16.9979,2
2,1,61.52,66,15.0013,29
2,1,62.996,67,8.9981,112
2,2,64.472,62,8.9981,314
2,2,68.9,51,7.0015,425
2,2,70.376,48,7.0015,205
2,2,73.328,37,6.0032,127
2,2,73.328,43,8.9981,125
2,2,76.28,38,0,217
2,2,77.756,38,16.9979,202
2,2,77.756,33,0,176
2,2,79.232,33,6.0032,180
2,1,80.708,31,7.0015,327
2,1,79.232,33,0,611
2,1,79.232,29,8.9981,550
2,1,76.28,43,15.0013,434
2,1,71.852,60,8.9981,291
2,1,71.852,52,0,203
2,1,70.376,55,7.0015,150
2,2,70.376,59,8.9981,81
2,2,70.376,55,8.9981,38
2,2,68.9,59,7.0015,20
2,1,70.376,59,0,10
2,1,68.9,63,15.0013,3
2,2,67.424,88,8.9981,2
2,1,65.948,88,8.9981,20
2,1,65.948,82,8.9981,99
2,1,67.424,72,12.998,318
2,1,67.424,77,16.9979,442
2,1,70.376,72,8.9981,203
2,1,71.852,68,6.0032,154
2,1,73.328,64,6.0032,141
2,1,76.28,56,0,226
2,1,77.756,50,0,193
2,1,77.756,53,6.0032,177
2,1,79.232,41,0,179
2,1,80.708,39,0,289
2,1,79.232,47,7.0015,259
2,1,77.756,50,19.9995,274
2,1,73.328,52,8.9981,401
2,1,71.852,64,8.9981,273
2,1,71.852,60,0,234
2,1,68.9,72,16.9979,146
2,1,65.948,88,16.9979,81
2,2,65.948,88,15.0013,44
2,1,65.948,88,15.0013,17
2,1,64.472,94,12.998,15
2,1,64.472,88,8.9981,5
2,1,62.996,94,0,6
2,1,62.996,94,8.9981,29
2,1,64.472,88,0,112
2,1,65.948,88,8.9981,297
2,1,67.424,82,12.998,421
2,2,68.9,77,19.0012,212
2,2,71.852,68,15.0013,147
2,1,74.804,60,15.0013,179
2,1,74.804,60,15.0013,207
2,2,77.756,57,19.9995,218
2,2,77.756,61,15.0013,191
2,2,79.232,53,16.9979,217
2,2,79.232,57,16.9979,288
2,2,79.232,57,12.998,594
2,1,77.756,69,15.0013,527
2,2,76.28,64,12.998,364
2,1,76.28,64,12.998,276
2,1,73.328,83,8.9981,223
2,1,71.852,83,12.998,172
2,2,71.852,77,12.998,103
2,2,70.376,83,11.0014,52
2,1,70.376,83,11.0014,20
2,2,68.9,88,8.9981,11
2,2,68.9,88,8.9981,4
2,3,68.9,88,11.0014,5
2,2,68.9,88,12.998,25
2,3,68.9,88,8.9981,82
2,3,68.9,88,11.0014,157
2,2,68.9,88,12.998,387
2,2,68.9,88,12.998,233
2,2,70.376,83,8.9981,130
2,2,70.376,83,11.0014,146
2,2,70.376,88,12.998,223
2,2,70.376,88,26.0027,226
2,2,70.376,87,19.0012,190
2,2,70.376,88,11.0014,198
2,2,70.376,88,8.9981,300
2,3,70.376,88,11.0014,491
2,3,70.376,88,11.0014,398
2,2,70.376,83,12.998,270
2,2,70.376,83,8.9981,152
2,2,70.376,84,11.0014,154
2,2,70.376,83,15.0013,132
2,3,68.9,88,11.0014,119
2,2,68.9,88,8.9981,102
2,2,68.9,88,8.9981,82
2,2,68.9,88,8.9981,52
2,2,68.9,88,8.9981,35
2,2,68.9,82,11.0014,5
2,2,68.9,82,7.0015,14
2,2,68.9,88,7.0015,11
2,3,67.424,100,0,32
2,3,68.9,94,0,88
2,2,70.376,94,6.0032,100
2,2,70.376,94,11.0014,167
2,2,70.376,94,8.9981,279
2,3,70.376,100,6.0032,279
2,3,70.376,100,6.0032,248
2,2,71.852,94,8.9981,216
2,2,71.852,94,11.0014,294
2,2,71.852,94,12.998,295
2,2,73.328,88,12.998,272
2,2,73.328,88,15.0013,304
2,3,71.852,94,8.9981,248
2,3,71.852,94,8.9981,157
2,3,71.852,94,15.0013,59
2,3,71.852,94,11.0014,26
2,3,70.376,100,12.998,44
2,2,70.376,100,0,39
2,2,70.376,100,7.0015,47
2,2,70.376,100,8.9981,50
2,2,70.376,100,0,32
2,2,70.376,100,0,13
2,3,70.376,100,7.0015,14
2,2,70.376,100,8.9981,17
2,2,70.376,100,8.9981,42
2,2,71.852,94,8.9981,70
2,1,74.804,83,16.9979,134
2,1,74.804,83,15.0013,226
2,1,76.28,78,15.0013,322
2,1,77.756,73,19.9995,367
2,1,77.756,73,19.0012,456
2,1,79.232,73,12.998,437
2,1,80.708,69,16.9979,459
2,1,79.232,69,16.9979,440
2,3,73.328,78,23.9994,392
2,1,73.328,78,16.9979,237
2,1,73.328,83,7.0015,231
2,1,71.852,88,0,191
2,1,71.852,88,0,151
2,1,73.328,83,0,117
2,1,71.852,88,15.0013,69
2,1,70.376,94,7.0015,38
2,1,70.376,94,8.9981,14
2,1,68.9,100,6.0032,13
2,1,68.9,94,11.0014,4
2,1,68.9,100,8.9981,6
2,1,68.9,93,12.998,21
2,1,70.376,88,11.0014,104
2,1,70.376,83,19.0012,272
2,1,73.328,73,19.9995,394
2,1,76.28,69,12.998,194
2,1,77.756,65,6.0032,112
2,1,79.232,57,0,185
2,1,80.708,54,6.0032,209
2,1,82.184,51,0,214
2,1,82.184,51,0,193
2,1,85.136,51,0,165
2,3,76.28,78,16.9979,226
2,1,74.804,88,15.0013,274
2,3,74.804,83,12.998,453
2,1,74.804,83,16.9979,308
2,1,74.804,83,0,198
2,1,74.804,83,0,177
2,1,73.328,88,6.0032,127
2,1,73.328,88,6.0032,57
2,2,73.328,88,0,31
2,3,73.328,88,0,13
2,3,73.328,88,0,8
2,3,71.852,94,16.9979,4
2,3,71.852,94,16.9979,4
2,3,70.376,94,16.9979,22
2,3,70.376,94,16.9979,49
2,2,70.376,94,16.9979,151
2,2,70.376,94,19.9995,347
2,2,71.852,88,16.9979,207
2,3,71.852,88,16.9979,104
2,2,73.328,83,27.9993,130
2,3,73.328,83,27.9993,153
2,2,73.328,88,22.0028,172
2,1,77.756,73,31.0009,184
2,1,77.756,69,30.0026,210
2,1,77.756,61,22.0028,290
2,1,77.756,65,27.9993,604
2,1,76.28,69,19.9995,480
2,1,76.28,69,16.9979,349
2,1,74.804,83,27.9993,283
2,1,71.852,88,16.9979,174
2,2,71.852,88,19.0012,98
2,2,71.852,88,16.9979,56
2,2,71.852,88,15.0013,23
2,2,71.852,88,16.9979,12
2,3,70.376,94,15.0013,6
2,3,70.376,94,19.9995,9
2,3,70.376,94,19.9995,3
2,1,70.376,100,15.0013,9
2,1,70.376,100,8.9981,101
2,1,71.852,88,12.998,274
2,1,73.328,88,19.0012,453
2,3,73.328,83,16.9979,202
2,3,71.852,88,19.0012,106
2,2,71.852,94,6.0032,23
2,1,73.328,94,19.9995,54
2,2,73.328,83,22.0028,122
2,2,74.804,78,19.0012,138
2,1,76.28,78,16.9979,167
2,1,76.28,73,12.998,294
2,1,76.28,69,8.9981,565
2,1,76.28,73,15.0013,489
2,3,73.328,88,8.9981,331
2,3,73.328,88,8.9981,213
2,1,70.376,88,0,85
2,1,70.376,83,0,117
2,1,70.376,94,6.0032,59
2,1,70.376,94,7.0015,29
2,1,68.9,94,0,6
2,1,68.9,94,0,15
2,1,67.424,100,0,4
2,1,67.424,94,0,5
2,1,67.424,94,0,26
2,2,68.9,94,0,103
2,2,68.9,100,0,257
2,2,70.376,88,0,487
2,2,71.852,88,6.0032,216
2,2,71.852,83,0,130
2,3,71.852,88,11.0014,164
2,2,74.804,78,7.0015,168
2,3,74.804,64,16.9979,183
2,3,71.852,73,12.998,180
2,1,73.328,78,11.0014,188
2,1,74.804,64,12.998,302
2,1,73.328,78,11.0014,547
2,1,76.28,55,11.0014,513
2,1,74.804,60,8.9981,410
2,1,71.852,77,19.0012,282
2,1,71.852,77,19.0012,209
2,3,68.9,82,19.9995,79
2,1,67.424,94,0,72
2,1,83.66,79,11.0014,34
2,1,83.66,84,16.9979,17
2,1,83.66,79,11.0014,3
2,1,82.184,89,12.998,6
2,2,82.184,89,15.0013,4
2,2,80.708,89,6.0032,21
2,2,82.184,89,6.0032,128
2,2,83.66,79,11.0014,284
2,2,85.136,79,12.998,454
2,2,86.612,74,15.0013,207
2,2,88.088,75,16.9979,115
2,2,92.516,59,15.0013,112
2,1,95.468,53,0,169
2,1,98.42,37,12.998,154
2,1,98.42,37,16.9979,145
2,1,98.42,39,19.9995,152
2,1,95.468,47,19.9995,266
2,1,95.468,47,19.9995,486
2,3,92.516,56,26.0027,309
2,2,86.612,79,11.0014,264
2,2,86.612,79,16.9979,256
2,1,86.612,70,19.0012,190
2,1,86.612,66,8.9981,129
2,1,86.612,51,11.0014,69
2,1,86.612,40,23.9994,42
2,1,85.136,38,7.0015,15
2,1,83.66,39,0,6
2,1,80.708,44,7.0015,4
2,1,80.708,41,12.998,3
2,1,80.708,39,15.0013,31
2,1,80.708,39,8.9981,113
2,1,83.66,34,16.9979,304
2,1,83.66,32,19.9995,467
2,1,85.136,26,23.9994,225
2,1,85.136,28,32.9975,139
2,1,86.612,28,26.0027,165
2,1,88.088,25,31.0009,232
2,1,91.04,24,23.9994,203
2,1,89.564,24,22.0028,185
2,1,91.04,21,26.0027,188
2,1,91.04,22,32.9975,318
2,1,88.088,20,35.0008,572
2,1,86.612,22,26.0027,525
2,1,85.136,23,19.9995,379
2,1,83.66,24,12.998,337
2,1,80.708,31,12.998,248
2,1,79.232,33,16.9979,155
2,1,77.756,35,15.0013,112
2,1,77.756,38,19.0012,68
2,1,76.28,38,23.9994,22
2,1,73.328,43,15.0013,12
2,1,71.852,49,15.0013,5
2,1,70.376,48,22.0028,6
2,1,70.376,48,23.9994,28
2,1,71.852,45,19.9995,106
2,1,71.852,45,16.9979,277
2,2,73.328,43,22.0028,502
2,1,74.804,40,11.0014,230
2,1,77.756,33,16.9979,161
2,1,79.232,31,22.0028,192
2,1,80.708,27,19.0012,259
2,1,82.184,26,16.9979,248
2,1,83.66,28,19.0012,240
2,1,83.66,28,19.0012,212
2,1,85.136,26,22.0028,349
2,1,85.136,25,19.0012,558
2,1,83.66,24,19.9995,564
2,1,82.184,26,19.0012,391
2,1,79.232,29,11.0014,293
2,1,79.232,29,7.0015,247
2,1,77.756,35,0,171
2,1,74.804,46,7.0015,171
2,1,73.328,52,0,93
2,1,71.852,64,7.0015,94
2,1,71.852,56,12.998,59
2,1,70.376,59,7.0015,18
2,1,70.376,59,6.0032,15
2,1,68.9,64,0,8
2,1,71.852,60,0,28
2,1,73.328,56,0,87
2,1,76.28,46,6.0032,125
2,1,77.756,43,8.9981,224
2,1,79.232,38,7.0015,317
2,1,80.708,36,8.9981,369
2,1,83.66,32,11.0014,420
2,1,86.612,28,8.9981,456
2,1,86.612,33,15.0013,451
2,2,86.612,27,27.9993,404
2,2,85.136,30,8.9981,440
2,2,85.136,34,16.9979,344
2,2,86.612,30,11.0014,341
2,2,83.66,39,6.0032,285
2,2,83.66,48,6.0032,239
2,2,80.708,47,7.0015,185
2,1,79.232,57,15.0013,190
2,2,79.232,57,0,150
2,1,79.232,57,6.0032,113
2,2,79.232,61,11.0014,96
2,2,79.232,61,11.0014,64
2,2,77.756,65,11.0014,47
2,2,77.756,65,11.0014,12
2,2,77.756,61,8.9981,6
2,2,77.756,61,7.0015,21
2,2,76.28,73,16.9979,27
2,2,76.28,73,16.9979,98
2,2,76.28,78,12.998,164
2,2,77.756,73,6.0032,251
2,2,79.232,69,7.0015,335
2,2,79.232,69,7.0015,335
2,1,80.708,65,7.0015,367
2,1,83.66,58,11.0014,385
2,1,83.66,54,0,417
2,1,85.136,51,6.0032,398
2,1,86.612,51,0,390
2,1,83.66,58,7.0015,363
2,1,82.184,65,11.0014,357
2,1,80.708,69,12.998,279
2,1,79.232,73,11.0014,165
2,1,79.232,78,15.0013,130
2,1,77.756,78,8.9981,86
2,1,77.756,78,8.9981,29
2,1,76.28,83,8.9981,14
2,1,74.804,88,7.0015,8
2,1,74.804,88,0,5
2,1,73.328,94,7.0015,8
2,1,73.328,88,6.0032,31
2,1,74.804,88,0,112
2,1,77.756,78,7.0015,299
2,1,79.232,73,6.0032,438
2,1,83.66,58,11.0014,188
2,1,85.136,51,15.0013,95
2,1,86.612,42,8.9981,111
2,1,88.088,37,11.0014,153
2,1,89.564,35,0,180
2,1,89.564,31,8.9981,145
2,1,91.04,29,12.998,165
2,1,88.088,33,8.9981,267
2,1,89.564,33,19.0012,579
2,1,88.088,31,8.9981,556
2,1,85.136,54,12.998,407
2,1,82.184,61,8.9981,336
2,1,80.708,57,6.0032,189
2,1,80.708,61,6.0032,173
2,1,79.232,69,6.0032,60
2,1,79.232,65,6.0032,20
2,1,77.756,69,8.9981,4
2,1,76.28,73,6.0032,5
2,1,76.28,73,6.0032,2
2,1,74.804,83,8.9981,5
2,1,74.804,88,11.0014,32
2,1,76.28,78,8.9981,126
2,2,79.232,69,12.998,334
2,2,82.184,61,8.9981,477
2,2,85.136,58,15.0013,217
2,2,88.088,48,12.998,123
2,2,88.088,52,16.9979,151
2,2,91.04,46,19.0012,183
2,2,91.04,43,16.9979,196
2,2,91.04,43,19.0012,146
2,2,92.516,41,22.0028,183
2,1,91.04,38,15.0013,308
2,1,91.04,43,16.9979,539
2,1,89.564,46,19.0012,551
2,1,88.088,48,16.9979,424
2,1,86.612,56,8.9981,346
2,1,85.136,70,8.9981,218
2,1,83.66,65,8.9981,153
2,1,82.184,79,7.0015,90
2,1,80.708,89,8.9981,41
2,1,80.708,78,0,23
2,1,79.232,89,6.0032,7
2,1,79.232,89,6.0032,3
2,1,77.756,83,0,6
2,1,77.756,88,0,21
2,1,79.232,89,8.9981,116
2,1,80.708,74,7.0015,353
2,1,88.088,58,11.0014,481
2,1,88.088,58,11.0014,202
2,1,92.516,43,15.0013,90
2,1,93.992,41,12.998,134
2,1,96.944,42,8.9981,149
2,1,98.42,42,0,136
2,1,99.896,40,16.9979,155
2,1,99.896,40,11.0014,128
2,1,99.896,40,15.0013,233
2,1,99.896,35,15.0013,506
2,1,98.42,37,15.0013,459
2,1,92.516,59,8.9981,384
2,1,91.04,63,8.9981,280
2,1,91.04,66,8.9981,202
2,1,88.088,75,11.0014,176
2,1,88.088,75,12.998,116
2,2,86.612,79,8.9981,47
2,1,86.612,79,7.0015,16
2,2,85.136,84,11.0014,6
2,2,85.136,84,7.0015,2
2,2,85.136,79,6.0032,6
2,2,83.66,84,0,20
2,2,85.136,84,6.0032,118
2,2,85.136,79,8.9981,314
2,2,88.088,70,7.0015,432
2,1,93.992,49,0,168
2,1,95.468,50,19.0012,94
2,1,98.42,42,15.0013,118
2,1,99.896,35,12.998,140
2,1,98.42,37,6.0032,136
2,1,99.896,40,12.998,118
2,1,101.372,31,11.0014,104
2,1,99.896,33,8.9981,200
2,1,98.42,37,16.9979,409
2,1,96.944,39,19.0012,466
2,2,93.992,39,22.0028,326
2,2,91.04,43,12.998,254
2,3,88.088,52,0,171
2,2,86.612,58,11.0014,153
2,2,86.612,57,11.0014,97
2,3,83.66,65,15.0013,69
2,3,83.66,65,15.0013,23
2,1,82.184,69,11.0014,13
2,1,82.184,69,11.0014,6
2,1,80.708,78,11.0014,4
2,1,80.708,78,11.0014,28
2,1,80.708,78,6.0032,104
2,1,85.136,66,7.0015,267
2,1,86.612,58,8.9981,452
2,1,88.088,55,0,213
2,1,89.564,52,0,111
2,1,92.516,46,0,153
2,1,93.992,44,8.9981,207
2,1,93.992,44,7.0015,189
2,1,95.468,39,0,165
2,1,93.992,44,7.0015,212
2,1,92.516,56,19.9995,285
2,1,92.516,52,15.0013,517
2,1,91.04,59,15.0013,463
2,1,89.564,59,12.998,306
2,1,88.088,62,7.0015,250
2,1,88.088,66,8.9981,218
2,1,85.136,74,16.9979,185
2,1,85.136,74,11.0014,146
2,1,83.66,79,8.9981,117
2,1,83.66,79,6.0032,77
2,1,83.66,79,7.0015,60
2,1,82.184,83,6.0032,28
2,1,82.184,79,6.0032,13
2,1,82.184,74,8.9981,16
2,1,83.66,61,8.9981,40
2,1,85.136,58,12.998,68
2,1,86.612,58,12.998,143
2,1,86.612,62,8.9981,230
2,1,86.612,58,11.0014,264
2,1,88.088,62,8.9981,325
2,1,91.04,55,15.0013,347
2,1,91.04,55,12.998,387
2,1,92.516,49,7.0015,380
2,1,92.516,49,7.0015,374
2,2,91.04,46,12.998,394
2,2,86.612,58,11.0014,337
2,2,85.136,62,8.9981,286
2,1,83.66,65,12.998,264
2,1,82.184,74,16.9979,275
2,1,80.708,74,15.0013,220
2,1,80.708,78,15.0013,190
2,1,80.708,74,7.0015,131
2,1,80.708,78,15.0013,119
2,1,79.232,83,7.0015,93
2,1,79.232,89,16.9979,66
2,1,79.232,89,19.0012,28
2,1,77.756,88,11.0014,14
2,1,77.756,88,15.0013,10
2,1,77.756,88,7.0015,14
2,1,79.232,78,7.0015,34
2,1,83.66,74,0,92
2,1,85.136,66,0,182
2,1,88.088,58,6.0032,311
2,1,89.564,55,7.0015,367
2,1,92.516,46,0,420
2,1,89.564,59,19.0012,373
2,1,92.516,56,16.9979,315
2,1,91.04,59,19.9995,360
2,3,82.184,83,19.0012,350
2,3,82.184,83,19.0012,252
2,1,83.66,74,11.0014,256
2,1,83.66,74,7.0015,223
2,1,80.708,83,11.0014,206
2,1,80.708,83,7.0015,140
2,1,79.232,83,8.9981,128
2,1,79.232,78,12.998,107
2,1,79.232,78,8.9981,28
2,1,79.232,73,15.0013,16
2,1,77.756,73,19.0012,10
2,1,76.28,60,32.9975,7
2,1,73.328,64,19.9995,4
2,1,71.852,64,26.0027,29
2,1,71.852,64,27.9993,105
2,1,73.328,56,23.9994,328
2,1,74.804,49,30.0026,476
2,1,77.756,46,23.9994,224
2,1,79.232,41,22.0028,118
2,1,80.708,41,19.9995,159
2,1,80.708,41,19.0012,196
2,1,83.66,37,0,227
2,1,83.66,34,16.9979,200
2,1,83.66,37,30.0026,185
2,1,83.66,37,27.9993,326
2,1,83.66,39,22.0028,601
2,1,83.66,37,23.9994,586
2,1,80.708,39,19.0012,423
2,1,79.232,44,16.9979,331
2,1,79.232,41,16.9979,218
2,1,77.756,46,15.0013,134
2,1,77.756,46,12.998,89
2,1,76.28,49,12.998,31
2,1,76.28,49,16.9979,13
2,1,76.28,49,19.0012,10
2,1,74.804,53,22.0028,2
2,1,71.852,60,16.9979,3
2,1,71.852,56,22.0028,26
2,1,71.852,56,19.9995,113
2,1,73.328,52,27.9993,365
2,1,74.804,49,26.0027,486
2,1,77.756,46,12.998,193
2,1,77.756,46,15.0013,130
2,1,79.232,41,19.0012,143
2,1,79.232,41,23.9994,169
2,1,79.232,44,15.0013,209
2,2,79.232,47,12.998,159
2,1,79.232,47,11.0014,178
2,1,82.184,41,12.998,330
2,3,79.232,50,19.0012,569
2,1,77.756,51,22.0028,538
2,1,79.232,50,23.9994,386
2,1,76.28,56,11.0014,297
2,1,76.28,56,19.9995,243
2,1,74.804,60,15.0013,188
2,1,73.328,68,15.0013,110
2,1,73.328,64,23.9994,52
2,1,71.852,64,19.0012,14
2,1,70.376,63,15.0013,9
2,1,68.9,68,16.9979,1
2,1,68.9,63,19.0012,4
2,1,67.424,67,19.0012,21
2,1,68.9,63,16.9979,121
2,1,71.852,60,8.9981,370
2,1,74.804,53,8.9981,498
2,1,76.28,49,0,207
2,1,79.232,47,11.0014,135
2,1,82.184,36,0,164
2,1,83.66,34,15.0013,211
2,1,86.612,28,19.0012,189
2,1,86.612,28,0,178
2,1,88.088,27,0,164
2,1,88.088,27,8.9981,312
2,1,86.612,28,7.0015,638
2,1,85.136,32,8.9981,607
2,1,83.66,37,19.0012,416
2,1,80.708,44,11.0014,330
2,1,79.232,47,15.0013,257
2,1,77.756,50,7.0015,175
2,1,77.756,53,0,107
2,1,76.28,56,7.0015,47
2,1,74.804,60,0,17
2,1,76.28,56,6.0032,5
2,2,73.328,73,6.0032,4
2,2,73.328,68,7.0015,6
2,1,76.28,64,12.998,25
2,3,74.804,73,11.0014,112
2,3,73.328,78,11.0014,188
2,2,76.28,69,8.9981,388
2,2,77.756,65,12.998,261
2,2,80.708,61,16.9979,121
2,2,82.184,61,19.9995,150
2,1,85.136,54,26.0027,206
2,2,85.136,54,16.9979,151
2,2,85.136,54,22.0028,153
2,2,83.66,61,19.9995,159
2,3,80.708,69,12.998,294
2,2,79.232,78,7.0015,272
2,1,79.232,83,15.0013,325
2,1,77.756,83,19.0012,327
2,1,77.756,83,22.0028,201
2,3,77.756,83,16.9979,188
2,3,77.756,83,16.9979,151
2,3,76.28,83,16.9979,16
2,1,73.328,88,6.0032,24
2,1,73.328,94,8.9981,23
2,1,73.328,94,7.0015,13
2,1,73.328,94,7.0015,6
2,1,71.852,94,8.9981,6
2,1,71.852,100,0,13
2,1,73.328,94,0,97
2,1,76.28,83,0,250
2,2,76.28,83,0,454
2,1,83.66,58,12.998,224
2,1,83.66,58,12.998,170
2,1,82.184,69,16.9979,181
2,1,83.66,65,16.9979,243
2,1,86.612,62,19.0012,204
2,1,88.088,52,12.998,215
2,1,89.564,43,15.0013,243
2,1,88.088,45,11.0014,355
2,3,88.088,40,12.998,552
2,3,88.088,40,12.998,450
2,3,79.232,83,16.9979,328
2,1,79.232,78,7.0015,232
2,1,79.232,78,6.0032,208
2,1,77.756,88,8.9981,175
2,1,77.756,83,8.9981,178
2,1,77.756,88,8.9981,104
2,1,77.756,83,7.0015,95
2,1,76.28,88,0,53
2,1,76.28,88,6.0032,20
2,1,76.28,88,6.0032,5
2,1,77.756,83,0,7
2,1,77.756,83,7.0015,27
2,1,79.232,78,8.9981,57
2,1,80.708,78,6.0032,131
2,1,83.66,61,15.0013,218
2,1,85.136,62,12.998,244
2,1,85.136,62,8.9981,404
2,1,86.612,66,6.0032,420
2,1,88.088,55,0,327
2,2,91.04,46,19.0012,334
2,2,92.516,46,8.9981,367
2,2,88.088,52,15.0013,468
2,2,88.088,48,11.0014,449
2,2,86.612,55,12.998,381
2,2,86.612,51,7.0015,326
2,2,85.136,58,8.9981,188
2,2,85.136,66,7.0015,183
2,2,85.136,62,8.9981,161
2,2,85.136,62,0,150
2,1,83.66,65,0,89
2,2,83.66,65,6.0032,76
2,1,82.184,74,6.0032,72
2,2,80.708,78,8.9981,30
2,2,80.708,74,8.9981,17
2,2,80.708,78,0,19
2,2,80.708,78,11.0014,33
2,2,80.708,78,11.0014,71
2,3,82.184,74,7.0015,84
2,2,82.184,74,7.0015,169
2,2,83.66,61,7.0015,244
2,2,85.136,58,6.0032,377
2,2,86.612,55,6.0032,396
2,2,86.612,51,0,363
2,3,86.612,58,7.0015,317
2,2,86.612,55,7.0015,362
2,2,88.088,48,0,378
2,1,86.612,51,0,397
2,2,86.612,58,6.0032,296
2,1,85.136,62,8.9981,311
2,1,83.66,70,12.998,232
2,1,82.184,79,8.9981,167
2,1,80.708,78,15.0013,152
2,1,80.708,78,12.998,92
3,1,80.708,50,0,68
3,1,80.708,50,0,31
3,1,77.756,69,0,13
3,1,79.232,53,0,11
3,1,77.756,57,0,6
3,1,76.28,64,8.9981,30
3,1,77.756,61,8.9981,108
3,1,80.708,54,7.0015,243
3,1,83.66,42,11.0014,492
3,1,86.612,35,11.0014,260
3,1,88.088,33,11.0014,170
3,1,91.04,26,0,214
3,1,91.04,26,0,263
3,1,91.04,24,0,292
3,1,92.516,23,12.998,303
3,1,92.516,21,16.9979,381
3,1,92.516,17,0,427
3,1,92.516,21,12.998,461
3,1,91.04,24,16.9979,422
3,1,89.564,25,12.998,318
3,1,85.136,42,15.0013,269
3,1,83.66,45,12.998,218
3,1,83.66,42,0,222
3,1,82.184,47,6.0032,140
3,1,82.184,47,6.0032,115
3,1,80.708,54,0,78
3,1,79.232,53,0,52
3,1,79.232,53,0,26
